Name,State,Married ages 32-34 (pct),Married ages 23-25 (pct),HBCU?,Religious private?,Nonsectarian private?
North Carolina Central University,NC,0.2577519,0.0492558,Yes,No,No
North Carolina State University,NC,0.6427507,0.1325283,No,No,No
North Carolina Wesleyan College,NC,0.4314107,0.1285753,No,Yes,No
Saint Augustine's University,NC,0.2049672,0.0309038,Yes,Yes,No
Salem College,NC,0.55076,0.1660959,No,Yes,No
University Of Mount Olive,NC,0.5810758,0.2777325,No,Yes,No
University Of North Carolina  Asheville,NC,0.5561815,0.0857808,No,No,No
University Of North Carolina - Chapel Hill,NC,0.6340535,0.0895927,No,No,No
University Of North Carolina - Charlotte,NC,0.5957512,0.1448261,No,No,No
University Of North Carolina - Greensboro,NC,0.567233,0.1577982,No,No,No
University Of North Carolina At Pembroke,NC,0.4956045,0.1456643,No,No,No
University Of North Carolina At Wilmington,NC,0.5999363,0.1163555,No,No,No
Wake Forest University,NC,0.6553602,0.0559522,No,No,Yes
Warren Wilson College,NC,0.4815012,0.0400029,No,Yes,No
Western Carolina University,NC,0.6101482,0.1951248,No,No,No
William Peace University,NC,0.6110075,0.1547814,No,Yes,No
Wingate University,NC,0.5926415,0.1800592,No,Yes,No
Winston-Salem State University,NC,0.2727521,0.0455067,Yes,No,No
Minot State University,ND,0.6549304,0.2882719,No,No,No
North Dakota State University - Main Campus - Fargo,ND,0.7094602,0.2022164,No,No,No
University Of North Dakota,ND,0.6775266,0.1677481,No,No,No
Valley City State University,ND,0.7234075,0.2117816,No,No,No
"Concordia University of Seward, NE",NE,0.775603,0.3433917,No,Yes,No
Doane College,NE,0.7106973,0.1759677,No,Yes,No
Hastings College,NE,0.7231172,0.191834,No,Yes,No
Colby-Sawyer College,NH,0.6035318,0.0703001,No,No,Yes
Dartmouth College,NH,0.5673988,0.0197179,No,No,Yes
Franklin Pierce University,NH,0.5157931,0.0620479,No,No,Yes
Keene State College,NH,0.5856941,0.0517768,No,No,No
New England College,NH,0.5385259,0.0720921,No,No,Yes
Plymouth State University Of The University System Of New Hampshire,NH,0.5824595,0.0503349,No,No,No
Saint Anselm College,NH,0.6516454,0.0350168,No,Yes,No
Southern New Hampshire University,NH,0.5597639,0.1198961,No,No,Yes
University Of New Hampshire,NH,0.6170952,0.0558547,No,No,No
Bloomfield College,NJ,0.2441391,0.0431854,No,Yes,No
Caldwell College,NJ,0.528932,0.0430192,No,Yes,No
Centenary College,NJ,0.5194921,0.049318,No,Yes,No
College Of New Jersey,NJ,0.6276287,0.0370792,No,No,No
College Of Saint Elizabeth,NJ,0.5102834,0.0370713,No,Yes,No
Drew University,NJ,0.5063614,0.0285061,No,Yes,No
Felician College,NJ,0.4222066,0.0584482,No,Yes,No
Georgian Court University,NJ,0.5436966,0.0848448,No,Yes,No
Kean University,NJ,0.5012032,0.0532708,No,No,No
Monmouth University,NJ,0.569428,0.0350469,No,No,Yes
Montclair State University,NJ,0.5216397,0.0465679,No,No,No
New Jersey City University,NJ,0.3909699,0.0676542,No,No,No
New Jersey Institute Of Technology,NJ,0.546632,0.0467019,No,No,No
Princeton University,NJ,0.5935259,0.0335978,No,No,Yes
Ramapo College Of New Jersey,NJ,0.5376273,0.0386661,No,No,No
Richard Stockton College Of New Jersey,NJ,0.5890013,0.0615327,No,No,No
Rider University,NJ,0.588659,0.0513898,No,No,Yes
Rowan University,NJ,0.6055126,0.0544415,No,No,No
"Rutgers, The State University Of New Jersey",NJ,0.5466808,0.0383814,No,No,No
Saint Peter's University,NJ,0.4411119,0.0437112,No,Yes,No
Stevens Institute Of Technology,NJ,0.5922446,0.0364076,No,No,Yes
William Paterson University Of New Jersey,NJ,0.5020646,0.0428462,No,No,No
Eastern New Mexico University,NM,0.4815563,0.2220719,No,No,No
New Mexico State University,NM,0.504265,0.1803134,No,No,No
University Of New Mexico,NM,0.4821633,0.1319816,No,No,No
University Of Nevada - Las Vegas,NV,0.5022212,0.1036043,No,No,No
"University Of Nevada , Reno",NV,0.5845242,0.1114646,No,No,No
Adelphi University,NY,0.5491492,0.0752497,No,No,Yes
Alfred University,NY,0.5951014,0.0604804,No,No,Yes
Bard College,NY,0.37754,0.0130562,No,No,Yes
Barnard College,NY,0.526714,0.0416341,No,No,Yes
Binghamton University,NY,0.5597965,0.0326823,No,No,No
Cazenovia College,NY,0.493331,0.0870898,No,No,Yes
City College Of New York - CUNY,NY,0.382617,0.0654943,No,No,No
Clarkson University,NY,0.6742786,0.0640203,No,No,Yes
Colgate University,NY,0.6145724,0.0144031,No,No,Yes
College Of New Rochelle,NY,0.2390202,0.0620946,No,No,Yes
College Of Staten Island/CUNY,NY,0.4497189,0.0577679,No,No,No
Columbia University In The City Of New York,NY,0.5246414,0.0311202,No,No,Yes
Cooper Union For The Advancement Of Science & Art,NY,0.4595209,0.0490467,No,No,Yes
Cornell University,NY,0.5818081,0.0293732,No,No,Yes
CUNY Bernard M. Baruch College,NY,0.4653603,0.0656484,No,No,No
CUNY Brooklyn College,NY,0.5065451,0.1167304,No,No,No
CUNY Hunter College,NY,0.3877659,0.0580327,No,No,No
CUNY John Jay College Of Criminal Justice,NY,0.3297839,0.0650459,No,No,No
CUNY Lehman College,NY,0.305604,0.0824992,No,No,No
CUNY Queens College,NY,0.5372477,0.1068743,No,No,No
CUNY York College,NY,0.2695166,0.0721975,No,No,No
Daemen College,NY,0.5582689,0.2883178,No,No,Yes
D'Youville College,NY,0.6051462,0.1116706,No,No,Yes
Fordham University,NY,0.5091996,0.0242833,No,Yes,No
Hamilton College,NY,0.593222,0.0216618,No,No,Yes
Hartwick College,NY,0.5604091,0.0594515,No,No,Yes
Hofstra University,NY,0.5008736,0.0336479,No,No,Yes
Houghton College,NY,0.737642,0.3359901,No,Yes,No
Iona College,NY,0.5220283,0.0313952,No,Yes,No
Ithaca College,NY,0.5756904,0.0359807,No,No,Yes
Keuka College,NY,0.6257262,0.1243761,No,Yes,No
Manhattanville College,NY,0.4805366,0.0308225,No,No,Yes
Marist College,NY,0.6000956,0.0290209,No,No,Yes
Marymount Manhattan College,NY,0.3937227,0.0327138,No,No,Yes
Nazareth College Of Rochester,NY,0.6539449,0.0952422,No,No,Yes
"New School, The",NY,0.3732806,0.0238718,No,No,Yes
New York University,NY,0.4669791,0.0298191,No,No,Yes
Niagara University,NY,0.5957293,0.0909881,No,Yes,No
Nyack College,NY,0.5837456,0.2288862,No,Yes,No
Pace University,NY,0.5030414,0.0346947,No,No,Yes
Rensselaer Polytechnic Institute,NY,0.5842351,0.0513697,No,No,Yes
Roberts Wesleyan College,NY,0.7127583,0.2753153,No,Yes,No
Rochester Institute Of Technology,NY,0.5294462,0.0594602,No,No,Yes
Sage Colleges,NY,0.5270764,0.1634867,No,No,Yes
Saint Francis College,NY,0.4700013,0.0337998,No,No,Yes
Saint John Fisher College,NY,0.6152781,0.0758402,No,Yes,No
"Saint John's University of Queens, NY",NY,0.4869091,0.0413153,No,Yes,No
"Saint Joseph's College of Brooklyn, NY",NY,0.6557611,0.0657927,No,No,Yes
Siena College,NY,0.6622518,0.0357426,No,Yes,No
Skidmore College,NY,0.5073496,0.0215733,No,No,Yes
St. Lawrence University,NY,0.5719557,0.036574,No,No,Yes
State University Of New York At Albany,NY,0.5220479,0.0377991,No,No,No
State University Of New York At Buffalo,NY,0.5672971,0.053597,No,No,No
State University Of New York At Farmingdale,NY,0.4224098,0.0436627,No,No,No
State University Of New York At New Paltz,NY,0.5163584,0.0414187,No,No,No
State University Of New York At Stony Brook,NY,0.4837444,0.0358294,No,No,No
State University Of New York College At Plattsburgh,NY,0.5658581,0.0652669,No,No,No
State University Of New York College At Potsdam,NY,0.5857479,0.1070375,No,No,No
SUNY At Fredonia,NY,0.6443006,0.0745637,No,No,No
SUNY College At Brockport,NY,0.6316306,0.1000886,No,No,No
SUNY College At Buffalo,NY,0.5381424,0.079334,No,No,No
SUNY College At Cortland,NY,0.6433452,0.0542558,No,No,No
SUNY College At Geneseo,NY,0.6655222,0.0499541,No,No,No
SUNY College At Old Westbury,NY,0.3313016,0.0397888,No,No,No
SUNY College At Oneonta,NY,0.5527638,0.0468448,No,No,No
SUNY College At Oswego,NY,0.5764125,0.0685368,No,No,No
SUNY College At Purchase,NY,0.382965,0.0268392,No,No,No
SUNY Empire State College,NY,0.4738598,0.1893035,No,No,No
SUNY Maritime College,NY,0.6116275,0.0363985,No,No,No
Syracuse University,NY,0.5499254,0.028616,No,No,Yes
"Union College of Schenectady, NY",NY,0.6234615,0.0217407,No,No,Yes
University Of Rochester,NY,0.5715558,0.0328613,No,No,Yes
Utica College,NY,0.5465129,0.0947682,No,No,Yes
Wagner College,NY,0.5643812,0.0326844,No,Yes,No
Ashland University,OH,0.694899,0.177441,No,Yes,No
Baldwin Wallace University,OH,0.6690905,0.0993137,No,Yes,No
Bowling Green State University,OH,0.6492569,0.129947,No,No,No
Capital University,OH,0.6422698,0.1717402,No,Yes,No
Case Western Reserve University,OH,0.6221137,0.0641913,No,No,Yes
Cedarville University,OH,0.794498,0.4144298,No,Yes,No
Central State University,OH,0.2021327,0.0482235,Yes,No,No
College Of Mount Saint Joseph,OH,0.6694607,0.1245241,No,Yes,No
College Of Wooster,OH,0.6001807,0.04684,No,Yes,No
Denison University,OH,0.5640543,0.038746,No,No,Yes
Franciscan University Of Steubenville,OH,0.6988811,0.2664034,No,Yes,No
Heidelberg University,OH,0.6258218,0.1394578,No,Yes,No
Hiram College,OH,0.5919193,0.1004481,No,No,Yes
John Carroll University,OH,0.6528844,0.0611797,No,Yes,No
Kent State University,OH,0.5693003,0.1356191,No,No,No
Lake Erie College,OH,0.5336325,0.1270216,No,No,Yes
Malone University,OH,0.743538,0.3389102,No,Yes,No
Miami University,OH,0.6543453,0.1016266,No,No,No
Mount Vernon Nazarene University,OH,0.7550177,0.3657276,No,Yes,No
Muskingum University,OH,0.6825941,0.1509971,No,Yes,No
Oberlin College,OH,0.4366477,0.0249947,No,No,Yes
Ohio Dominican University,OH,0.5957127,0.1129281,No,Yes,No
Ohio University,OH,0.6196291,0.128008,No,No,No
Ohio Wesleyan University,OH,0.6300402,0.0607482,No,Yes,No
Otterbein University,OH,0.6679953,0.155073,No,Yes,No
Tiffin University,OH,0.5426119,0.1528594,No,No,Yes
University Of Cincinnati,OH,0.5444468,0.1218358,No,No,No
University Of Dayton,OH,0.6924263,0.0740322,No,Yes,No
University Of Findlay,OH,0.6436949,0.1621135,No,Yes,No
University Of Mount Union,OH,0.6731322,0.1228646,No,Yes,No
Walsh University,OH,0.6618389,0.168595,No,Yes,No
Wilmington College,OH,0.6632854,0.1833375,No,Yes,No
Wittenberg University,OH,0.6617894,0.0961834,No,Yes,No
Xavier University,OH,0.6676426,0.0815243,No,Yes,No
Northeastern State University,OK,0.5987294,0.2868684,No,No,No
Northwestern Oklahoma State University,OK,0.699909,0.2875656,No,No,No
Oklahoma State University,OK,0.6942492,0.2239075,No,No,No
Oral Roberts University,OK,0.6576961,0.2977064,No,Yes,No
Rogers State University,OK,0.5839964,0.3060009,No,No,No
Southeastern Oklahoma State University,OK,0.6229299,0.3175905,No,No,No
Southwestern Oklahoma State University,OK,0.6784763,0.3081321,No,No,No
University Of Central Oklahoma,OK,0.6490706,0.2232728,No,No,No
University Of Oklahoma,OK,0.6440189,0.1591194,No,No,No
University Of Science & Arts Of Oklahoma,OK,0.5693626,0.32408,No,No,No
University Of Tulsa,OK,0.6003439,0.1617467,No,Yes,No
Corban University,OR,0.7735994,0.4151014,No,Yes,No
Eastern Oregon University,OR,0.6269305,0.2558143,No,No,No
Lewis & Clark College,OR,0.4936587,0.0369051,No,No,Yes
Linfield College,OR,0.6615022,0.1109089,No,Yes,No
Oregon Institute Of Technology,OR,0.6266248,0.2372146,No,No,No
Oregon State University,OR,0.6363931,0.128839,No,No,No
Pacific University,OR,0.6138169,0.0951907,No,Yes,No
Portland State University,OR,0.5236212,0.1159222,No,No,No
Southern Oregon University,OR,0.5348355,0.1347253,No,No,No
University Of Oregon,OR,0.5563465,0.0645105,No,No,No
University Of Portland,OR,0.661925,0.1182174,No,Yes,No
Western Oregon University,OR,0.6789288,0.207372,No,No,No
Willamette University,OR,0.5634584,0.0596921,No,No,Yes
Albright College,PA,0.5995778,0.0882536,No,Yes,No
Alvernia University,PA,0.5645269,0.1345282,No,Yes,No
Arcadia University,PA,0.5964531,0.0579905,No,Yes,No
Bloomsburg University Of Pennsylvania,PA,0.6583151,0.0844479,No,No,No
Bryn Mawr College,PA,0.4742803,0.0251008,No,No,Yes
Bucknell University,PA,0.65442,0.0371167,No,No,Yes
Cabrini College,PA,0.5728764,0.0436442,No,Yes,No
Cairn University,PA,0.7655852,0.3698232,No,No,Yes
California University Of Pennsylvania,PA,0.6089301,0.1021219,No,No,No
Carlow University,PA,0.5882592,0.1480663,No,Yes,No
Carnegie Mellon University,PA,0.5420974,0.032774,No,No,Yes
Chatham University,PA,0.5341072,0.1356495,No,No,Yes
Clarion University Of Pennsylvania,PA,0.6296967,0.1415193,No,No,No
Delaware Valley College Of Science & Agriculture,PA,0.6034599,0.0993697,No,No,Yes
Duquesne University Of The Holy Spirit,PA,0.6534947,0.0706581,No,Yes,No
East Stroudsburg University Of Pennsylvania,PA,0.607687,0.0732914,No,No,No
Eastern University,PA,0.6999789,0.2118261,No,Yes,No
Edinboro University Of Pennsylvania,PA,0.5718997,0.1175674,No,No,No
Elizabethtown College,PA,0.7001725,0.1024644,No,Yes,No
Gannon University,PA,0.6616687,0.120573,No,Yes,No
Geneva College,PA,0.7495326,0.3520625,No,Yes,No
Gettysburg College,PA,0.6413087,0.0361064,No,Yes,No
Gwynedd Mercy University,PA,0.6238828,0.0870986,No,Yes,No
Haverford College,PA,0.5523292,0.0180606,No,No,Yes
Holy Family University,PA,0.6158803,0.077547,No,Yes,No
Immaculata University,PA,0.6120182,0.0606627,No,Yes,No
Indiana University Of Pennsylvania,PA,0.5803946,0.1002967,No,No,No
Juniata College,PA,0.6980377,0.0954825,No,No,Yes
Keystone College,PA,0.4766701,0.1055868,No,No,Yes
"King's College of Wilkes-Barre, PA",PA,0.6752776,0.0795632,No,Yes,No
Kutztown University Of Pennsylvania,PA,0.6179988,0.0850983,No,No,No
La Roche College,PA,0.5705165,0.0996023,No,Yes,No
La Salle University,PA,0.6121866,0.0431503,No,Yes,No
Lafayette College,PA,0.6438233,0.0239076,No,Yes,No
Lebanon Valley College,PA,0.7036436,0.1332591,No,Yes,No
Lehigh University,PA,0.6294088,0.0265907,No,No,Yes
"Lincoln University of Lincoln University, PA",PA,0.1934371,0.0228881,Yes,No,No
Lock Haven University Of Pennsylvania,PA,0.6405969,0.1234088,No,No,No
Lycoming College,PA,0.6374384,0.0904825,No,Yes,No
Mansfield University Of Pennsylvania,PA,0.6007829,0.1732379,No,No,No
Marywood University,PA,0.6112406,0.0677978,No,Yes,No
Millersville University Of Pennsylvania,PA,0.6387708,0.1364264,No,No,No
Misericordia  University,PA,0.649388,0.0838332,No,Yes,No
Muhlenberg College,PA,0.6563371,0.0252374,No,Yes,No
Neumann University,PA,0.5175663,0.0535952,No,Yes,No
Pennsylvania State University,PA,0.599442,0.0773491,No,No,No
Philadelphia University,PA,0.5597953,0.0489706,No,No,Yes
Point Park University,PA,0.5006763,0.0668114,No,No,Yes
Saint Francis University,PA,0.6892207,0.1270254,No,Yes,No
Saint Joseph's University,PA,0.6377097,0.0211264,No,Yes,No
Saint Vincent College & Seminary,PA,0.6538175,0.0986803,No,Yes,No
Seton Hill University,PA,0.549154,0.1212862,No,Yes,No
Shippensburg University Of Pennsylvania,PA,0.6763544,0.1263803,No,No,No
Slippery Rock University,PA,0.648365,0.1090296,No,No,No
Susquehanna University,PA,0.6547388,0.0667185,No,Yes,No
Swarthmore College,PA,0.5109957,0.0166977,No,No,Yes
Temple University,PA,0.47648,0.0444558,No,No,No
Thiel College,PA,0.5940863,0.1148608,No,Yes,No
University Of Pennsylvania,PA,0.5855687,0.0285421,No,No,Yes
University Of Scranton,PA,0.6601757,0.032901,No,Yes,No
Ursinus College,PA,0.6200464,0.0461302,No,No,Yes
Villanova University,PA,0.6368048,0.0279925,No,Yes,No
Waynesburg University,PA,0.6500338,0.2058685,No,Yes,No
West Chester University Of Pennsylvania,PA,0.6053972,0.0646959,No,No,No
Widener University,PA,0.5949363,0.0569047,No,No,Yes
Wilkes University,PA,0.5992317,0.0710385,No,No,Yes
Brown University,RI,0.5259068,0.0195836,No,No,Yes
Johnson & Wales University,RI,0.4123253,0.0785459,No,No,Yes
Providence College,RI,0.6592214,0.0299006,No,Yes,No
Rhode Island College,RI,0.5439129,0.0858678,No,No,No
Roger Williams University,RI,0.5633702,0.0254931,No,No,Yes
Salve Regina University,RI,0.5828027,0.0493929,No,Yes,No
University Of Rhode Island,RI,0.5799571,0.0438078,No,No,No
"Anderson University of Anderson, SC",SC,0.6847818,0.3120674,No,Yes,No
"Citadel, The Military College Of South Carolina",SC,0.6666782,0.1846155,No,No,No
Coastal Carolina University,SC,0.5388021,0.0870511,No,No,No
College Of Charleston,SC,0.5645767,0.0840401,No,No,No
"Columbia College of Columbia, SC",SC,0.4965822,0.1945763,No,Yes,No
Converse College,SC,0.6597829,0.2159215,No,No,Yes
Francis Marion University,SC,0.5010003,0.1301907,No,No,No
Furman University,SC,0.69237,0.1122328,No,No,Yes
Lander University,SC,0.5987284,0.1850325,No,No,No
Limestone College,SC,0.5184863,0.1298862,No,No,Yes
Newberry College,SC,0.5931069,0.1278088,No,Yes,No
South Carolina State University,SC,0.2574805,0.0484145,Yes,No,No
Winthrop University,SC,0.590862,0.1552795,No,No,No
"Augustana College of Sioux Falls, SD",SD,0.7593304,0.1838293,No,Yes,No
Austin Peay State University,TN,0.5683951,0.2548658,No,No,No
Belmont University,TN,0.6443571,0.1767409,No,Yes,No
Bryan College,TN,0.7097871,0.3633726,No,Yes,No
Carson - Newman University,TN,0.7082045,0.2996008,No,Yes,No
Christian Brothers University,TN,0.5766041,0.1157066,No,Yes,No
Cumberland University,TN,0.6221273,0.2376846,No,No,Yes
East Tennessee State University,TN,0.6012226,0.2263798,No,No,No
Freed Hardeman University,TN,0.758617,0.4001721,No,Yes,No
King University,TN,0.6963794,0.2704633,No,Yes,No
Lipscomb University,TN,0.7108764,0.2708742,No,Yes,No
Maryville College,TN,0.6613159,0.1907895,No,Yes,No
Middle Tennessee State University,TN,0.5945481,0.1801319,No,No,No
Milligan College,TN,0.7635773,0.3421783,No,Yes,No
Rhodes College,TN,0.6277133,0.0636045,No,Yes,No
Tennessee State University,TN,0.2869604,0.0657019,Yes,No,No
Tennessee Technological University,TN,0.6793062,0.2832073,No,No,No
Tennessee Wesleyan College,TN,0.6891158,0.2814701,No,Yes,No
Trevecca Nazarene University,TN,0.7213485,0.3604757,No,Yes,No
University Of Memphis,TN,0.4853655,0.1499052,No,No,No
Vanderbilt University,TN,0.6357503,0.0548547,No,No,Yes
Abilene Christian University,TX,0.7161154,0.3176171,No,Yes,No
Angelo State University,TX,0.639018,0.2368904,No,No,No
Austin College,TX,0.6175508,0.0824532,No,Yes,No
Baylor University,TX,0.691659,0.1831577,No,Yes,No
Dallas Baptist University,TX,0.7415299,0.3891601,No,Yes,No
East Texas Baptist University,TX,0.7076045,0.3360713,No,Yes,No
Hardin-Simmons University,TX,0.750442,0.3194721,No,Yes,No
Houston Baptist University,TX,0.6083586,0.1797383,No,Yes,No
Howard Payne University,TX,0.6514179,0.3382756,No,Yes,No
Lamar University,TX,0.5582104,0.1679612,No,No,No
Letourneau University,TX,0.7216702,0.3698984,No,Yes,No
McMurry University,TX,0.678319,0.2377591,No,Yes,No
Midwestern State University,TX,0.614606,0.2322375,No,No,No
Prairie View Agricultural & Mechanical University,TX,0.2188531,0.0539515,Yes,No,No
Rice University,TX,0.5976022,0.0559601,No,No,Yes
Saint Mary's University,TX,0.5656691,0.1117359,No,Yes,No
Sam Houston State University,TX,0.5965164,0.1819033,No,No,No
Schreiner University,TX,0.5862577,0.1667044,No,Yes,No
Southern Methodist University,TX,0.5903602,0.0627282,No,Yes,No
Southwestern University,TX,0.6425142,0.0937481,No,Yes,No
St. Edward's University,TX,0.4988957,0.0661992,No,Yes,No
Stephen F Austin State University,TX,0.5987303,0.1716676,No,No,No
Tarleton State University,TX,0.689669,0.2681466,No,No,No
Texas A&M International University,TX,0.4793567,0.1590185,No,No,No
Texas A&M University,TX,0.7279246,0.1871801,No,No,No
Texas A&M University - Commerce,TX,0.6002898,0.220215,No,No,No
Texas A&M University - Kingsville,TX,0.4961665,0.1673959,No,No,No
Texas Christian University,TX,0.6802874,0.1273403,No,Yes,No
Texas State University,TX,0.6084316,0.1240114,No,No,No
Texas Tech University,TX,0.6657124,0.1599349,No,No,No
Texas Woman's University,TX,0.5593179,0.1958534,No,No,No
Trinity University,TX,0.625015,0.0751748,No,Yes,No
University Of Dallas,TX,0.6412553,0.1927094,No,Yes,No
University Of Mary Hardin-Baylor,TX,0.6824993,0.2901911,No,Yes,No
University Of North Texas,TX,0.5630237,0.1445553,No,No,No
"University Of Saint Thomas of Houston, TX",TX,0.5363854,0.1185825,No,Yes,No
University Of Texas At Arlington,TX,0.573244,0.1395118,No,No,No
University Of Texas At Austin,TX,0.5934076,0.07569,No,No,No
University Of Texas At Dallas,TX,0.5799114,0.1154233,No,No,No
University Of Texas At San Antonio,TX,0.5360901,0.1140366,No,No,No
University Of Texas At Tyler,TX,0.701519,0.2682255,No,No,No
University Of Texas Of The Permian Basin,TX,0.6163004,0.2625206,No,No,No
University Of The Incarnate Word,TX,0.4992946,0.1293405,No,Yes,No
West Texas A&M University,TX,0.6694077,0.2799439,No,No,No
Brigham Young University,UT,0.8447853,0.531517,No,Yes,No
Southern Utah University,UT,0.7775574,0.4692234,No,No,No
University Of Utah,UT,0.6897498,0.2567318,No,No,No
Utah State University,UT,0.7995444,0.4954697,No,No,No
Bridgewater College,VA,0.6563867,0.1817793,No,Yes,No
Christopher Newport University,VA,0.6108935,0.1292377,No,No,No
College Of William & Mary,VA,0.6113193,0.067199,No,No,No
Emory & Henry College,VA,0.6774235,0.1735732,No,Yes,No
Ferrum College,VA,0.5441496,0.1229734,No,Yes,No
George Mason University,VA,0.5438219,0.0952318,No,No,No
Hollins University,VA,0.5367816,0.0789356,No,No,Yes
James Madison University,VA,0.6635696,0.0833869,No,No,No
Longwood University,VA,0.6722651,0.1497967,No,No,No
Marymount University,VA,0.5394197,0.0891677,No,Yes,No
Norfolk State University,VA,0.2404012,0.0670873,Yes,No,No
Old Dominion University,VA,0.5365112,0.1260417,No,No,No
Radford University,VA,0.6337585,0.1367017,No,No,No
Roanoke College,VA,0.6222165,0.0881298,No,Yes,No
University Of Mary Washington,VA,0.6597736,0.0833365,No,No,No
University Of Richmond,VA,0.6673161,0.0389156,No,No,Yes
University Of Virginia,VA,0.6269525,0.06545,No,No,No
Virginia Commonwealth University,VA,0.5137306,0.07916,No,No,No
Virginia Military Institute,VA,0.6791099,0.1660223,No,No,No
Virginia Polytechnic Institute & State University,VA,0.653406,0.0959491,No,No,No
Virginia State University,VA,0.2515137,0.0447504,Yes,No,No
Virginia Wesleyan College,VA,0.558947,0.1391007,No,Yes,No
Champlain College,VT,0.5524005,0.0337783,No,No,Yes
Green Mountain College,VT,0.4535823,0.0689124,No,Yes,No
Middlebury College,VT,0.6040722,0.0196234,No,No,Yes
Norwich University,VT,0.6169114,0.1497692,No,No,Yes
Saint Michael's College,VT,0.6213627,0.0369174,No,Yes,No
University Of Vermont And State Agricultural College,VT,0.5597692,0.035787,No,No,No
Central Washington University,WA,0.6339781,0.1678095,No,No,No
Eastern Washington University,WA,0.6478098,0.2037667,No,No,No
Evergreen State College,WA,0.3938413,0.0585595,No,No,No
Gonzaga University,WA,0.6431898,0.0840537,No,Yes,No
Pacific Lutheran University,WA,0.6490607,0.1575065,No,Yes,No
Saint Martin's University,WA,0.6350251,0.1776107,No,Yes,No
Seattle Pacific University,WA,0.7283602,0.2422009,No,Yes,No
Seattle University,WA,0.5620159,0.069868,No,Yes,No
University Of Puget Sound,WA,0.5674179,0.0303332,No,No,Yes
University Of Washington - Seattle,WA,0.5763276,0.080829,No,No,No
Washington State University,WA,0.6444309,0.1373456,No,No,No
Western Washington University,WA,0.6120563,0.0947069,No,No,No
Whitman College,WA,0.5776145,0.0285405,No,No,Yes
Whitworth University,WA,0.7470763,0.2283167,No,Yes,No
Alverno College,WI,0.439719,0.1409872,No,Yes,No
Beloit College,WI,0.4777014,0.0348932,No,No,Yes
Cardinal Stritch University,WI,0.5555649,0.1476263,No,Yes,No
Carroll University,WI,0.6736003,0.1462728,No,Yes,No
Concordia University - Wisconsin,WI,0.6993396,0.2223414,No,Yes,No
Edgewood College,WI,0.6704178,0.1232802,No,Yes,No
Lakeland College,WI,0.561192,0.154508,No,Yes,No
Lawrence University Of Wisconsin,WI,0.5880564,0.0482078,No,No,Yes
"Marian University of Fond Du Lac, WI",WI,0.6373376,0.1672219,No,Yes,No
Marquette University,WI,0.6699526,0.0643159,No,Yes,No
Milwaukee School Of Engineering,WI,0.6481741,0.1287406,No,No,Yes
Mount Mary University,WI,0.506893,0.1470221,No,Yes,No
Ripon College,WI,0.6713033,0.1015087,No,No,Yes
Saint Norbert College,WI,0.6810439,0.109779,No,Yes,No
Viterbo University,WI,0.6427622,0.1916541,No,Yes,No
Wisconsin Lutheran College,WI,0.7523801,0.2756426,No,Yes,No
Alderson Broaddus University,WV,0.6576848,0.2471109,No,Yes,No
Bluefield State College,WV,0.5438896,0.3163628,Yes,No,No
Davis & Elkins College,WV,0.5737116,0.1857285,No,Yes,No
Marshall University,WV,0.5777668,0.2049611,No,No,No
Shepherd University,WV,0.5786696,0.1634288,No,No,No
West Liberty University,WV,0.6098391,0.1670168,No,No,No
Wheeling Jesuit University,WV,0.627365,0.1454009,No,Yes,No
University Of Wyoming,WY,0.6710266,0.2071712,No,No,No
